,class
36443,0
109813,0
20453,0
26582,0
65543,0
20625,0
57448,0
14078,0
565,0
50542,0
51306,0
2822,0
121318,0
55982,0
136976,0
34336,0
117959,0
75086,1
48710,0
406,0
81483,0
52623,0
132870,0
119881,0
82531,1
117597,0
102460,0
40336,0
130132,0
90810,0
30042,0
74046,0
55360,0
60703,0
48027,0
99268,0
51393,0
6671,0
125395,0
42502,0
144045,0
36116,0
40940,0
105366,0
81597,0
97902,0
94802,0
67215,0
80664,0
76648,0
107100,0
85210,0
2671,0
46546,0
129228,0
71239,0
5241,0
130176,0
96886,0
40181,0
80322,0
69139,0
72808,0
62433,0
105217,0
105092,0
100326,0
81951,0
127017,0
136090,0
135545,0
16977,0
5933,0
59577,1
62734,0
28408,0
38185,0
93547,1
61444,0
69164,0
75714,0
28598,0
69336,0
146124,0
141989,0
121166,0
132211,0
131717,0
75740,0
119152,0
104177,1
106398,0
35883,1
100183,1
128765,0
128945,0
71900,0
13384,0
15417,0
43032,0
27434,0
46510,0
143209,0
150680,0
68352,0
22889,0
48930,0
37084,0
9689,0
148488,0
92943,1
32516,0
138746,0
133398,0
79067,1
72158,0
14354,0
144032,0
61519,0
137755,1
40616,0
143803,0
117121,0
120152,0
28650,0
103740,0
48097,0
111915,0
135578,0
120567,0
17229,0
99875,0
37726,0
125092,0
68213,0
145516,0
64192,0
10046,0
10722,0
15763,0
75237,0
10449,0
145452,0
140419,0
31208,0
48997,0
44059,0
108657,0
121970,1
99803,0
74284,1
138063,0
44334,0
16569,0
123286,0
142052,0
118200,0
23929,0
52814,0
123695,0
73181,0
33269,0
94142,0
57011,0
53442,0
64492,0
29133,0
9732,0
43998,0
108519,0
68810,0
20913,0
136138,0
116539,0
36098,0
55340,0
17166,0
103720,0
124031,0
20239,0
136752,0
99470,0
14610,0
114693,0
95898,0
145114,0
124460,0
15755,0
119297,0
135217,0
121138,0
88867,0
13875,1
140620,0
51666,0
141421,0
60882,0
74141,0
72791,1
68505,0
140553,0
69337,0
120660,0
108903,0
14353,0
93954,0
59819,0
111361,0
604,0
87498,0
8512,0
71542,0
45801,1
134524,0
121862,0
44875,0
902,0
134040,0
79585,0
147679,0
136076,0
139850,0
97676,0
7897,0
29259,0
41860,1
133187,0
70303,0
135864,0
150955,0
106615,0
59700,0
120509,0
21952,0
100706,0
89284,0
150824,0
61180,0
71603,0
121662,0
60766,0
88261,0
68603,0
110707,0
10178,1
12966,0
147995,1
33321,0
2107,0
35499,1
31670,0
103546,0
146855,0
133147,1
73690,0
116518,0
55261,0
88888,0
35736,0
31795,0
138168,0
16960,1
41006,0
7121,0
77271,0
40882,0
110395,0
146459,0
62066,0
63879,0
102417,0
40369,0
132818,0
78974,0
3435,0
141626,0
37238,0
125095,1
69197,0
98889,0
54681,0
5537,0
106438,1
111306,0
67586,0
108054,0
57190,0
54029,0
63816,1
103142,0
125230,0
58852,0
108972,0
140831,1
38339,0
103369,0
84894,0
3963,0
47363,0
4246,0
80199,0
125493,0
22750,0
85852,0
35177,1
94589,0
101218,0
132879,0
17017,0
24746,0
125458,0
96328,1
74429,0
70457,0
33133,0
9414,0
87169,0
60318,0
139021,0
106007,0
90145,0
122387,0
86403,0
107990,1
47209,0
93681,0
47634,0
133452,0
136769,0
126352,1
70047,0
10474,0
87895,0
80800,0
86820,0
131183,0
139893,0
74492,0
131332,0
9236,0
86022,0
146025,0
102721,0
54077,0
10300,0
29191,1
61577,0
3521,0
107422,0
10844,0
126483,0
150310,0
67650,1
97600,0
103794,0
4228,0
15602,0
96755,0
134184,0
24474,0
39467,0
117975,0
15536,0
122815,0
141793,0
17355,1
61489,0
116541,1
48801,0
39756,0
69251,0
136657,0
18504,0
65250,0
53165,0
49516,0
85960,0
136861,0
39347,0
46729,0
128696,1
111198,0
18501,0
93788,0
101753,1
103218,0
13794,0
25356,0
93548,0
37575,0
36331,0
103531,0
76041,0
147985,0
4740,0
148394,0
84185,0
133897,0
19082,0
109538,0
57195,0
1231,0
146509,0
58705,0
144012,0
47748,0
3399,0
71185,0
58324,0
80648,0
53720,0
150996,0
116911,0
67274,0
81489,0
105525,0
103362,0
132734,0
130331,0
53495,0
29980,0
146361,0
69257,0
128645,0
99966,0
57447,0
100964,0
90689,0
112809,0
74567,0
133334,0
84651,0
89327,0
41058,1
115928,0
104970,0
4397,0
91413,0
96008,0
36626,0
5086,0
37780,0
42567,0
53808,0
136519,0
103189,1
57015,0
80900,0
8756,0
39088,0
96788,0
62808,0
111924,0
72477,0
128377,0
41809,0
92865,0
18937,0
137066,0
43835,0
110248,0
136963,0
47109,0
89724,0
12582,0
135249,0
137334,0
98841,0
143244,0
4312,0
131720,0
12947,0
31214,0
56544,0
19107,1
132312,0
314,0
62442,0
73620,0
116624,0
17146,0
53982,1
67311,1
122540,0
83821,0
80956,0
45459,0
53600,0
13796,0
103785,0
81674,0
137130,0
6660,1
21676,0
140166,0
132104,0
28211,0
25276,0
45255,0
14894,0
64248,0
149415,0
101164,0
77821,0
74479,1
68223,0
114076,0
48912,0
54867,0
133038,0
99741,0
137408,0
49256,0
30399,1
40071,0
127607,0
27472,0
20911,0
123561,0
104320,0
47822,0
57293,0
26029,0
102135,0
50992,0
134427,0
17125,0
116092,0
148619,0
91686,0
90228,0
114316,0
133881,0
36383,0
51658,0
137949,0
130140,0
81316,0
59762,0
143415,1
132733,0
65779,0
37470,0
11796,0
34158,0
140455,0
16944,0
48360,0
14008,0
92867,0
143739,0
133524,0
81274,0
54919,1
139967,0
23892,0
6362,0
58460,1
125367,0
146210,0
44419,1
88000,0
71595,0
57819,0
82759,0
5974,0
130277,0
47423,0
60113,0
107766,0
120035,0
80624,0
40338,0
64751,0
103513,0
23155,0
22106,0
131281,1
114011,0
50275,0
78754,0
51350,0
100509,0
123324,0
72171,0
83428,0
61230,0
54173,0
146338,0
113057,1
101971,0
86206,0
43821,0
73942,0
94794,0
15604,0
101697,0
126982,0
78476,0
40209,0
60213,0
32979,0
84716,0
2059,0
75469,0
108187,0
83869,0
4382,0
8394,0
10426,0
88344,0
129032,0
60981,0
47493,0
19210,0
37749,0
9212,0
66463,0
28400,0
22393,0
33889,0
116683,0
31309,1
9261,0
89345,1
136021,0
118409,0
107630,0
50828,0
148462,0
54788,0
30205,0
20004,0
49358,0
100351,0
33274,0
70633,0
100445,0
57956,0
4574,0
123340,0
143942,1
60498,0
62828,0
100592,0
131637,0
106890,1
122656,0
22347,0
90311,0
34712,0
124376,0
63199,0
98365,0
43476,0
117563,0
83047,0
85453,0
100955,0
60475,0
14817,0
52678,1
149917,0
41197,0
59314,0
123020,0
17855,0
93852,0
134405,0
132499,0
124646,0
82665,0
137825,0
63678,0
131047,0
33557,0
30917,0
29096,0
16311,0
150184,0
112723,0
110222,0
37332,1
75479,0
27595,0
126019,1
122850,0
28511,0
142024,0
114229,0
2413,1
70568,1
133535,0
150644,0
76744,0
118066,0
1036,0
116955,0
72762,0
126548,0
123483,0
10691,0
68182,0
115980,0
143430,0
137522,0
28947,0
39610,0
87904,0
95350,0
5160,0
95480,1
62264,0
102478,0
93417,0
19967,0
121020,0
142827,0
49429,0
61009,0
101742,1
83259,0
109874,0
81458,0
91726,0
62833,0
128095,0
101574,0
147663,0
125674,0
81341,0
90100,0
100680,0
115834,0
109646,0
71346,0
46847,0
139361,0
38582,0
76241,0
15514,0
27602,0
140367,1
65928,0
97757,1
44738,0
75517,0
30920,0
11571,0
74949,0
94964,0
23549,1
55713,0
122783,0
48515,0
101647,0
26446,0
17551,0
61337,0
51823,0
56549,0
34823,0
63144,0
43396,0
74853,0
92224,0
110564,0
80747,0
63111,0
95291,0
33493,0
84583,0
74832,1
92626,1
52586,0
61785,0
54555,0
24742,0
72069,0
43618,0
142980,0
39753,0
76154,0
57489,0
135603,0
31337,0
13168,0
111921,0
1603,0
106838,0
10595,0
104099,0
77734,0
59992,0
399,0
149392,0
105254,0
95804,0
27229,0
59052,0
33176,0
6679,1
60150,1
30408,0
97864,0
51862,0
63812,0
105852,0
94318,0
13137,0
90922,0
119952,0
119595,0
127442,0
4158,0
30204,0
27783,0
145260,0
78401,0
58554,0
48423,0
2733,0
65059,0
15686,1
26609,0
48469,1
82659,0
25429,0
77706,0
22535,0
131431,0
60419,0
32641,0
69776,0
101763,0
109678,0
39231,0
65628,0
22376,0
44556,0
133021,0
10752,0
2352,0
140970,0
134245,0
5418,0
131449,0
145764,0
1948,0
113988,0
72308,0
147336,0
104392,0
62384,0
95878,0
57202,0
84948,0
13201,0
137181,0
122292,0
68419,0
33263,0
35652,1
66675,0
139503,0
14096,0
90251,1
43708,0
122872,0
127223,0
99990,1
135882,1
134239,0
18479,1
88848,0
47722,0
141378,0
75967,0
5089,0
39,0
15134,0
61386,0
28261,0
34272,1
61707,0
65684,0
56233,0
131698,0
10097,0
79867,0
97455,0
84061,0
47854,0
91675,0
99473,0
68667,0
88804,0
62029,0
34397,0
101942,0
68188,0
146429,0
52533,0
145950,0
68080,0
53265,0
101108,0
56602,0
137996,0
56019,0
118394,0
4608,0
124345,0
59030,0
103679,0
48926,0
54429,0
23821,0
11599,0
115053,0
18522,0
43477,0
27225,0
83916,1
53797,0
94487,0
70329,0
135082,0
61546,1
105083,0
144675,0
119459,1
75940,0
74594,0
54064,0
79320,0
112134,0
69661,0
151033,0
55435,0
17914,0
126690,0
146423,0
149272,0
62601,0
92727,0
149773,0
145650,0
26786,0
68708,0
88007,0
99309,0
9136,0
102592,0
48586,0
33438,0
53902,0
50471,0
128524,0
148569,0
129192,0
93584,0
31229,0
110760,1
36842,0
91273,0
51433,0
120257,0
66850,0
145476,0
49460,0
67549,0
18364,0
146767,1
144169,0
3683,0
104671,0
59333,0
50175,0
62864,0
57650,1
111884,0
148010,0
144627,0
78367,0
123867,0
45473,0
3923,1
32665,0
109971,0
143871,0
72784,0
97276,1
38050,1
54986,0
147758,0
131352,0
580,0
29269,0
79527,0
63923,0
50557,0
11130,0
108195,0
125192,0
127677,1
39158,0
30854,0
133095,0
95450,0
121203,0
82575,0
35007,0
85671,0
87213,0
62765,1
92257,0
140345,0
67897,0
129897,0
128259,0
35696,0
82331,0
10692,0
74102,0
64735,0
110722,0
107700,0
66491,0
2072,0
29607,0
52955,0
141811,1
72996,0
88980,0
88069,1
55406,0
114418,0
7889,0
75360,0
90880,0
113552,0
37658,0
12533,0
90602,0
12756,0
120626,1
83345,0
71471,0
134748,0
57486,0
50642,0
126843,0
138939,0
73135,0
130407,0
131771,0
69623,0
7319,0
112923,0
135006,0
96857,0
113690,0
126468,0
122950,0
143514,1
51631,0
70010,0
124506,0
54642,0
74318,0
60615,0
37932,0
68856,0
1078,0
111825,0
45848,0
25093,0
131521,0
16829,1
136907,0
58911,0
70225,0
117027,0
112427,0
18792,0
69520,0
113667,0
127978,0
139246,0
9836,0
107833,0
99305,0
97219,0
50564,0
13575,0
109528,0
115594,1
68227,0
64143,0
15995,0
85358,0
45819,0
86967,0
121847,0
29395,0
66392,0
92378,0
35190,0
18261,0
33916,1
8172,1
74310,0
140402,0
46740,0
9975,0
116529,0
98627,0
148869,1
141719,0
39632,0
8732,0
144049,0
42995,0
141656,1
18746,0
84593,0
14798,0
1347,0
40189,0
51327,0
83818,0
91852,0
62450,0
34761,0
95254,1
60125,0
98090,0
115684,0
78068,1
107854,1
114321,0
19393,0
146308,0
58669,0
69125,0
40274,0
100313,1
88854,0
113395,0
84513,0
16073,0
27550,0
77748,0
2243,0
142509,0
24511,0
41454,0
113644,0
70080,0
90390,0
92248,0
55410,0
100276,0
74576,0
4135,0
3595,1
27722,0
124529,0
143309,1
30100,0
75653,0
57367,0
31,0
8456,0
45876,0
34649,0
92566,0
51739,0
23332,1
114987,1
146367,0
89474,0
34481,0
83664,0
35807,0
129638,0
20726,0
150375,0
117202,0
50476,0
90115,0
94298,0
16343,1
123562,0
121766,0
149326,0
12383,0
47650,1
7817,0
72572,0
54341,0
82222,0
44457,0
147518,0
5539,0
104061,0
78744,0
74989,0
37391,0
101434,0
102527,0
32426,0
138539,0
11321,0
37711,0
17567,0
41972,0
45313,1
93177,0
114868,0
27876,0
100047,0
125371,0
52674,0
27506,0
38672,0
134303,0
48864,0
4037,0
24764,0
18712,0
109505,0
4849,0
51973,0
113236,0
58892,0
115821,0
79818,0
125317,0
6271,0
103782,0
84014,0
74450,0
73476,0
130953,0
112480,0
97662,0
106268,0
87979,0
128390,0
119119,1
134080,0
70283,0
100792,0
48882,0
128912,0
22322,1
32773,0
25963,0
14038,0
12501,0
12514,0
42927,0
78067,0
127806,0
83251,0
71361,1
102501,1
100789,0
96830,0
143983,0
103217,0
74416,1
89870,1
129498,0
66890,0
43756,0
91248,0
137377,0
31251,0
31321,0
77891,0
19310,0
17481,0
33877,0
16052,0
53058,0
144023,0
57463,0
44775,0
106692,0
89863,0
39926,1
134481,0
4864,0
46296,1
15123,0
45571,0
3738,0
114779,0
46039,0
2725,0
23678,0
42842,0
36795,0
51493,0
132563,0
139812,0
117980,0
92849,0
141474,0
95512,0
147229,0
42739,0
130865,0
150285,0
114541,0
42057,0
62891,0
13338,0
14141,0
74049,0
88019,0
122997,0
25309,0
26001,0
66912,0
145974,0
109901,0
44169,0
5081,0
40158,0
70055,0
58889,0
112885,1
58277,0
102483,0
86436,0
67786,0
139313,1
30581,0
110411,0
94065,0
139875,1
126356,0
14320,0
67323,0
43285,0
82402,0
118494,0
57296,1
87825,0
90659,0
116701,0
38164,0
100373,0
5409,0
70094,0
27563,0
27188,0
50574,0
134149,0
138796,0
48481,0
116836,0
85213,0
138604,0
65526,0
10325,0
24914,0
4444,0
38036,1
31344,0
128734,0
38701,0
94571,1
99192,0
582,0
31112,1
109305,0
42034,0
69246,0
53420,0
95585,0
51695,0
51294,0
67867,0
118525,0
141948,0
19910,0
12119,0
28377,0
56642,0
87302,0
144231,0
13726,0
142260,0
118461,0
19128,1
122308,0
115137,0
109332,0
82007,0
103950,0
83351,0
96833,0
90368,1
76962,0
15177,0
11418,1
53180,0
63885,0
60470,0
130531,0
5242,1
144602,0
44369,0
27347,0
125715,0
98470,0
94811,0
139768,0
125982,0
70336,0
43807,0
83667,0
213,0
148597,0
38341,0
64382,0
137155,0
76688,0
137638,0
137950,0
119530,0
90061,0
82963,0
46741,0
48745,0
118460,0
27844,0
5901,0
106072,0
118673,0
108831,0
15598,0
35864,0
29954,0
9397,0
77035,1
126387,0
15648,0
29925,0
11753,0
17680,0
51870,0
75574,0
136778,0
68460,0
103028,0
15388,0
85038,1
22932,0
150116,0
18340,0
135973,0
18173,0
80918,0
13002,0
56390,0
85074,0
133486,0
70159,0
51741,0
83064,0
45399,0
24629,0
21425,0
30185,0
139913,0
7709,0
110846,0
148271,0
17990,0
25739,0
80760,0
143188,0
108347,0
28376,0
40106,0
32390,0
11481,0
127470,0
111097,0
146120,0
26980,0
25611,0
128590,0
63286,0
126704,1
10782,0
80909,0
19239,0
25335,0
63178,0
81440,0
43582,0
127177,0
112944,0
134042,0
7487,0
136664,0
135052,0
125016,0
56178,0
123339,0
136522,0
61588,0
31863,0
5513,0
92402,0
11117,0
119347,0
140840,0
68006,0
101972,0
63826,0
9421,0
72082,0
40768,0
108113,1
145981,0
118866,0
8567,0
67992,0
10989,0
134953,0
61906,0
103288,0
2439,0
19861,0
31811,1
124985,0
113100,0
16631,0
73286,0
122633,0
137781,0
57699,0
81828,1
63599,0
11790,0
4909,0
108719,0
27940,0
120507,0
93595,0
118982,0
43549,0
45385,0
24286,0
69888,0
42300,0
39477,0
142638,0
17889,0
48072,0
5623,1
39867,0
52209,0
93348,0
58908,0
1616,0
57877,0
93488,0
39913,0
16738,0
68267,0
144284,0
84069,1
129376,0
93428,0
137610,0
149288,0
132462,0
24105,0
58109,0
72317,0
90979,0
71587,1
85337,0
118459,0
23845,0
92380,0
108404,1
139046,0
144779,0
139255,0
8087,1
15776,0
122035,1
20462,0
137246,0
4293,1
122287,0
22319,0
142972,0
87187,0
103920,0
109309,0
83415,0
51856,0
89083,0
134282,0
137262,1
62533,0
112789,0
89361,0
72120,0
99335,0
38448,0
128208,0
138992,0
95215,0
31847,0
4583,0
21639,0
134792,0
145977,0
112074,0
40763,0
37254,0
44750,0
34795,1
141909,0
20085,0
97923,0
44836,0
7484,0
22830,0
68720,0
106400,0
110888,0
46237,0
57169,0
107969,1
54285,0
22056,0
61534,0
100547,1
61166,1
112081,0
104336,0
106827,0
104242,0
118514,0
122916,0
30203,0
26261,0
20478,0
132848,0
95235,1
74243,0
134576,0
149645,0
12804,0
44155,0
20697,0
76347,0
60862,0
66266,0
75707,0
14881,0
119869,0
52021,0
120768,0
122702,0
60441,0
85376,1
27381,0
88459,0
29853,0
138647,1
119784,0
85186,0
5823,0
131814,0
105615,0
93987,0
120370,0
119017,0
56796,0
122153,0
17869,0
19991,0
108571,0
51149,0
116103,0
12935,0
38180,0
139494,0
26310,0
11299,0
149976,0
49354,0
57316,0
103908,0
53082,0
42855,0
48956,0
60588,0
101233,0
4508,0
125387,0
31825,0
88332,0
147463,0
48038,0
138416,1
143126,0
86186,0
107466,0
97519,0
44679,0
16161,0
55550,0
133011,1
94484,1
136141,0
29987,0
27062,0
7246,0
130302,0
691,0
59647,0
112238,0
46734,0
32936,0
106476,0
71820,0
48849,0
48902,0
30391,0
33036,0
78080,0
122282,0
64948,0
109969,0
49904,0
94918,1
124936,0
20213,0
77036,0
93636,0
18102,0
135755,0
128175,0
62185,0
108646,0
42071,0
35680,0
144902,0
78022,0
59768,0
62647,0
132252,0
89743,0
44318,0
77388,0
7510,0
47668,0
38088,0
66398,0
77803,0
1796,0
85566,0
94072,0
26998,0
67092,1
128038,0
66008,0
138064,0
57989,0
13798,0
1307,0
100807,0
5907,0
606,0
60299,0
51387,0
48055,0
23878,0
57020,0
126826,0
84553,0
42737,0
52044,1
64445,0
48446,0
116634,0
141944,0
25232,0
56675,0
140892,0
52201,0
125058,0
87111,0
55402,0
25142,0
111383,0
68508,0
116190,0
122422,0
77170,0
6604,0
38439,0
42715,0
69211,0
34907,0
28173,0
18966,0
123457,0
125250,0
121800,0
74128,0
39840,0
131186,0
30052,0
133447,0
81955,0
20187,0
96980,0
124824,0
44044,0
3040,0
121579,0
132154,0
75080,1
10164,0
11915,0
10172,0
97925,0
134676,0
45966,0
119606,0
147468,0
94755,0
122329,0
73308,0
41028,0
129146,1
121577,0
5827,0
24130,0
150113,1
19527,0
41386,0
94967,0
119100,0
126586,1
147897,0
126683,0
105507,0
99489,0
108343,0
37078,0
75149,0
126685,0
66306,0
54037,0
150701,1
134171,0
51055,0
35524,0
3934,0
63903,0
82444,0
86721,0
42252,0
53110,0
132418,1
80926,0
1064,0
2029,0
85387,0
18902,0
30961,0
30519,1
18903,0
127598,0
75562,0
1304,0
18489,0
12224,0
141194,1
73427,0
66421,0
35748,1
36925,0
118581,0
142865,0
139439,1
37941,0
131248,0
73940,0
14321,0
89015,0
85564,0
119449,0
11662,0
110082,0
139548,0
12822,1
863,0
150645,0
32422,0
143998,0
62265,1
97515,0
25691,0
21689,0
65600,0
38086,0
50737,0
81934,0
22395,1
19891,0
130679,0
35349,0
49386,0
18507,0
65303,0
150676,1
4222,0
29982,1
52419,0
73762,0
138483,1
123987,0
27966,0
11956,0
51903,0
78185,0
696,0
130297,0
74409,0
15415,0
67895,0
1004,0
76064,0
38915,0
72028,0
61104,0
107950,0
46831,0
28382,0
26436,0
10210,0
5351,0
104791,0
143330,0
58613,0
53377,0
48623,0
119872,0
77550,0
55712,0
9283,0
131498,0
124869,0
142940,0
83758,0
66696,0
57128,0
68049,0
33340,0
105335,0
118669,0
130006,0
109983,0
107030,0
70749,0
44161,0
121034,0
6146,1
97121,0
60293,0
94106,0
130585,0
47128,0
139771,0
16024,0
41333,0
4448,0
96153,0
71639,0
103273,0
98592,0
48316,0
131468,0
57590,0
135318,0
22128,0
99707,0
2816,0
83889,0
142404,0
119279,0
49079,0
81560,0
9072,0
148331,0
138232,0
82451,0
95387,0
8943,1
80464,1
3693,0
115083,0
98027,0
120834,0
113323,0
143686,0
70333,1
141224,0
78091,0
90526,0
89583,0
9806,0
100582,0
109078,0
129657,0
44036,0
111847,0
128568,0
44151,1
141153,0
74541,0
64010,0
94551,0
59636,0
97002,0
135971,0
115144,0
95153,0
54428,0
39397,0
150132,0
89582,0
137983,0
2880,0
39519,0
3316,0
68105,1
1714,0
19111,0
41055,0
75556,0
11056,0
126868,0
94432,0
112022,0
131458,0
109995,0
80225,0
128170,0
83183,0
1257,0
115729,0
95494,0
108396,0
18164,0
13130,0
27091,0
99947,0
150415,0
137400,0
84091,0
69301,0
109807,0
73102,0
83725,0
90446,1
106295,0
105301,0
143679,0
5620,0
100381,0
95,0
50538,0
44912,0
22923,0
131056,0
84283,0
50979,0
72214,0
21100,1
8945,0
66323,0
93258,0
19900,0
140132,0
13103,0
122937,0
112195,0
65941,0
24969,0
119736,0
39679,0
139274,1
54900,0
139473,0
145235,0
77827,0
79003,0
85853,0
3795,0
52719,1
6046,0
1974,0
60843,1
147994,0
2787,0
90842,0
13614,0
3817,0
141781,0
112615,0
77508,0
103096,0
65210,1
121563,0
113448,0
64035,0
120835,0
67244,0
144420,0
62497,0
67207,0
88526,1
21111,0
125901,0
47386,0
109138,0
1536,1
20414,0
94874,0
116435,0
50009,0
63583,0
134509,0
140229,0
103230,0
80693,0
107107,0
60043,0
54085,0
31557,0
63215,0
88289,1
118901,0
67250,0
36289,0
130202,1
107815,0
20333,0
7827,0
6651,0
142739,0
9483,0
134530,0
30951,0
94945,0
120857,0
66961,0
12542,0
134859,0
147627,0
92790,0
74379,0
97557,1
136488,0
88800,0
86572,0
37687,0
131429,0
95052,0
78076,0
142307,0
43271,0
121051,0
66678,0
57428,0
69357,0
87753,0
150374,0
136215,0
35830,0
49912,0
131787,0
49427,0
93093,0
10243,0
74990,0
120883,0
21161,1
31487,0
13030,0
150520,0
93928,0
140548,0
2301,0
55615,0
63904,0
101292,0
53472,0
14009,0
134047,1
134167,0
143388,0
63691,0
458,0
28297,0
14580,0
66669,0
3334,0
122052,1
110666,0
40379,0
92393,0
116389,0
127973,0
29334,0
141809,0
56562,0
70516,0
85702,0
73070,0
96496,1
51205,0
109977,0
47249,0
134087,0
111075,0
60458,0
23676,0
18298,0
30636,0
19374,1
65633,0
134577,0
148047,0
16598,0
76210,0
93967,0
150173,0
47280,0
99731,0
99976,0
137175,0
89331,0
111310,0
144029,0
97976,0
131893,0
114631,0
21303,0
132794,1
150286,0
30213,0
81722,1
109806,0
10171,0
24145,1
25243,0
5710,0
10511,0
51749,0
59452,0
127015,0
78451,1
127224,0
22920,0
16044,0
21721,1
91566,0
6164,1
122157,1
97658,0
126470,0
4796,0
24763,0
128059,0
46712,0
17153,0
88885,0
51240,0
52743,0
59797,1
69454,0
79762,0
142288,0
151053,0
18368,0
29768,0
1436,0
118295,0
18194,1
86306,0
86369,0
66583,1
145669,0
83631,0
18222,1
25492,0
41444,0
35764,0
18359,0
147664,0
79978,0
129629,0
120010,0
50130,0
132195,0
95245,0
66680,0
44303,0
35488,0
10058,0
82070,0
43771,0
24910,1
87759,1
59761,0
8221,0
130649,0
38874,0
20084,0
141718,0
104556,0
82533,0
78913,0
59565,0
10109,0
50294,0
33694,0
45761,0
78998,0
64510,0
25844,0
115628,0
56266,0
72525,0
20345,0
140195,0
61396,0
124369,0
116774,0
29299,0
79359,0
58336,0
77658,0
125853,0
110591,0
149098,0
17471,0
61898,0
141286,0
78435,0
28062,0
89043,0
16615,0
133375,0
106252,0
83848,0
103475,0
76083,0
136858,0
14306,0
65749,0
101881,0
84730,0
126442,0
97027,0
21915,0
17215,0
19441,0
71201,0
25895,0
95042,0
132266,0
12821,0
115461,0
123868,0
101960,0
29613,1
33420,0
84950,0
71430,0
60123,0
39806,0
21112,0
143067,0
59213,0
73182,0
16475,0
62641,0
103489,0
41136,0
60054,0
19956,0
100672,0
6829,0
144062,1
125930,0
79502,0
44715,0
111539,0
67206,0
28184,0
33299,0
72827,1
96823,0
61736,0
127988,0
99978,0
145023,0
19187,0
135916,0
96467,0
100643,0
77851,0
122409,0
91382,0
1020,0
122939,0
98146,0
21155,0
3052,0
38821,0
37005,0
133605,0
101182,0
67412,0
60941,0
93742,0
33472,0
51848,0
29382,0
40604,0
50624,0
13443,0
93174,0
97829,0
71169,0
74048,0
5631,0
70192,0
27964,0
14991,0
1856,0
124156,0
114974,0
61454,0
90424,0
55864,0
132304,0
37971,0
81825,0
73970,0
67058,0
7670,0
58940,0
112829,0
108975,1
1810,0
95903,0
56497,0
123805,0
147552,0
119979,0
25567,0
143630,0
55308,0
4555,1
130708,0
32227,0
122392,0
420,0
3208,0
89199,0
14767,0
19670,1
109973,0
117610,0
80152,1
50931,0
58804,0
59789,0
45486,0
57789,0
110220,1
12046,0
123679,0
24325,0
1284,0
60527,1
106506,0
118535,0
59248,0
57376,0
135450,0
23452,0
39817,0
120539,0
76886,0
139873,0
147287,1
9315,0
14567,1
39952,0
96487,0
63474,0
33466,1
74084,1
119401,0
24285,0
41003,0
63929,0
136463,0
95229,0
43196,0
134013,0
113579,1
85368,0
115224,0
146857,0
81244,0
116973,0
96530,0
34031,0
9457,0
149888,0
125274,0
80982,1
129342,0
6363,0
68180,0
102922,0
38698,0
21396,0
56101,0
66364,0
38871,0
68290,0
18342,0
137166,0
60189,0
50281,0
149654,0
63962,0
135660,0
6867,0
120133,0
50637,0
13263,0
66466,0
135115,1
51104,0
36000,0
71222,0
52875,0
16696,0
33359,0
81456,0
144457,0
63477,0
35828,0
113083,0
69144,0
101147,0
132936,0
94416,0
11340,0
79678,0
144804,0
14332,1
74279,0
24140,0
101721,0
112527,0
73591,0
87651,0
142869,0
27193,0
37573,0
114787,0
146526,0
134241,0
73982,0
112837,0
144417,0
26118,0
141122,0
15411,0
130353,0
98066,0
92300,0
47470,0
106785,0
34291,0
99970,1
62183,0
39704,0
138047,0
109328,1
57207,0
132792,0
25458,1
149885,1
62862,0
86305,0
125939,0
16553,0
119036,0
5565,0
118996,0
83813,0
119824,0
27258,0
108237,0
32064,0
151010,0
24390,0
143673,0
55605,0
70771,0
68867,0
40750,0
86057,0
15544,0
72988,0
92697,0
109876,0
72139,0
42832,0
17024,0
75353,1
18679,1
88073,0
98325,0
70585,0
43831,0
150023,0
59927,0
70318,0
150150,0
39604,0
66899,0
16494,0
3506,0
97759,0
28411,0
55412,0
19985,0
31935,0
88758,0
767,1
49270,0
128392,0
41824,0
49523,0
55834,0
84087,0
120911,0
60566,0
74156,0
150402,0
86001,0
76207,0
27317,0
69347,0
60067,0
55473,0
83442,0
81239,0
51203,0
133786,0
2453,0
63844,0
27238,0
83679,0
113357,0
44502,0
1310,0
75490,0
130425,0
151108,1
125714,0
28375,0
84072,0
63850,1
128857,0
10538,0
135861,0
89645,0
52440,0
115248,0
110797,0
63942,0
102540,0
119165,0
141350,0
149251,0
46062,1
51028,0
138030,0
37980,1
106278,0
21895,0
145789,0
134816,0
98158,0
7197,1
29651,0
75598,0
108015,0
145530,0
114081,0
27449,0
615,0
83197,0
70069,0
66526,1
125572,0
80229,0
116975,0
65286,0
99652,0
38666,1
94556,0
78374,0
127858,0
119076,0
34190,0
149140,0
42161,0
58710,1
116650,0
74117,0
99278,0
92744,0
118483,0
28151,0
78215,0
46046,0
49637,0
27664,0
118161,0
125323,0
123200,0
2416,0
66120,0
72755,0
1328,0
148716,0
106105,0
106567,0
131624,0
28696,0
52547,0
14292,0
31693,0
62661,0
106756,0
130108,0
111352,0
129934,0
78528,0
45783,0
100541,0
67169,0
86588,0
43394,0
51124,0
23976,0
75483,0
105393,0
29843,0
100346,0
132773,0
109600,1
145072,0
76819,0
46343,0
132198,0
25900,1
10960,1
88937,0
133928,0
104216,0
112928,0
